Message ID,Subject,Message,Spam/Ham,Date
<msg539@enron.com>,Weekly Report,Please send the updated design documents by EOD. #539,Ham,2022-11-12
<msg540@enron.com>,Project Update,I've attached the invoice for last month. Let me know if you have any questions. #540,Ham,2022-04-02
<msg541@enron.com>,Meeting Reminder,Please send the updated design documents by EOD. #541,Ham,2022-09-18
<msg542@enron.com>,Weekly Report,"Hi John, please find the attached report for this week. #542",Ham,2022-11-29
<msg543@enron.com>,Invoice Attached,Please send the updated design documents by EOD. #543,Ham,2022-03-18
<msg544@enron.com>,Client Feedback,Thank you for your feedback on the latest draft. #544,Ham,2022-11-08
<msg545@enron.com>,Invoice Attached,Thank you for your feedback on the latest draft. #545,Ham,2022-02-25
<msg546@enron.com>,Project Update,The meeting is scheduled for 10 AM tomorrow in the main conference room. #546,Ham,2022-05-31
<msg547@enron.com>,Project Update,"Hi John, please find the attached report for this week. #547",Ham,2022-03-10
<msg548@enron.com>,Invoice Attached,Please send the updated design documents by EOD. #548,Ham,2022-10-28
<msg549@enron.com>,Invoice Attached,"Hi John, please find the attached report for this week. #549",Ham,2022-06-13
<msg550@enron.com>,Meeting Reminder,Thank you for your feedback on the latest draft. #550,Ham,2022-02-25
<msg551@enron.com>,Client Feedback,"Hi John, please find the attached report for this week. #551",Ham,2022-08-04
<msg552@enron.com>,Project Update,"Hi John, please find the attached report for this week. #552",Ham,2022-05-12
<msg553@enron.com>,Project Update,Thank you for your feedback on the latest draft. #553,Ham,2022-04-15
<msg554@enron.com>,Client Feedback,The meeting is scheduled for 10 AM tomorrow in the main conference room. #554,Ham,2022-04-28
<msg555@enron.com>,Weekly Report,Please send the updated design documents by EOD. #555,Ham,2022-09-03
<msg556@enron.com>,Invoice Attached,I've attached the invoice for last month. Let me know if you have any questions. #556,Ham,2022-12-27
<msg557@enron.com>,Invoice Attached,I've attached the invoice for last month. Let me know if you have any questions. #557,Ham,2022-08-11
<msg558@enron.com>,Meeting Reminder,I've attached the invoice for last month. Let me know if you have any questions. #558,Ham,2022-03-24
<msg559@enron.com>,Invoice Attached,The meeting is scheduled for 10 AM tomorrow in the main conference room. #559,Ham,2022-03-28
<msg560@enron.com>,Client Feedback,Please send the updated design documents by EOD. #560,Ham,2022-01-01
<msg561@enron.com>,Meeting Reminder,"Hi John, please find the attached report for this week. #561",Ham,2022-05-07
<msg562@enron.com>,Client Feedback,"Hi John, please find the attached report for this week. #562",Ham,2022-01-08
<msg563@enron.com>,Client Feedback,"Hi John, please find the attached report for this week. #563",Ham,2022-02-28
<msg564@enron.com>,Invoice Attached,The meeting is scheduled for 10 AM tomorrow in the main conference room. #564,Ham,2022-02-08
<msg565@enron.com>,Project Update,I've attached the invoice for last month. Let me know if you have any questions. #565,Ham,2022-04-09
<msg566@enron.com>,Weekly Report,"Hi John, please find the attached report for this week. #566",Ham,2022-11-16
<msg567@enron.com>,Project Update,The meeting is scheduled for 10 AM tomorrow in the main conference room. #567,Ham,2022-04-29
<msg568@enron.com>,Invoice Attached,Thank you for your feedback on the latest draft. #568,Ham,2022-01-07
<msg569@enron.com>,Meeting Reminder,I've attached the invoice for last month. Let me know if you have any questions. #569,Ham,2022-07-15
<msg570@enron.com>,Invoice Attached,Thank you for your feedback on the latest draft. #570,Ham,2022-08-07
<msg571@enron.com>,Invoice Attached,Please send the updated design documents by EOD. #571,Ham,2022-12-01
<msg572@enron.com>,Project Update,"Hi John, please find the attached report for this week. #572",Ham,2022-05-29
<msg573@enron.com>,Invoice Attached,Thank you for your feedback on the latest draft. #573,Ham,2022-03-07
<msg574@enron.com>,Invoice Attached,I've attached the invoice for last month. Let me know if you have any questions. #574,Ham,2022-09-30
<msg575@enron.com>,Meeting Reminder,The meeting is scheduled for 10 AM tomorrow in the main conference room. #575,Ham,2022-07-29
<msg576@enron.com>,Client Feedback,Please send the updated design documents by EOD. #576,Ham,2022-01-04
<msg577@enron.com>,Meeting Reminder,"Hi John, please find the attached report for this week. #577",Ham,2022-01-20
<msg578@enron.com>,Meeting Reminder,"Hi John, please find the attached report for this week. #578",Ham,2022-02-22
<msg579@enron.com>,Client Feedback,The meeting is scheduled for 10 AM tomorrow in the main conference room. #579,Ham,2022-09-28
<msg580@enron.com>,Weekly Report,The meeting is scheduled for 10 AM tomorrow in the main conference room. #580,Ham,2022-07-13
<msg581@enron.com>,Meeting Reminder,"Hi John, please find the attached report for this week. #581",Ham,2022-04-30
<msg582@enron.com>,Invoice Attached,I've attached the invoice for last month. Let me know if you have any questions. #582,Ham,2022-04-14
<msg583@enron.com>,Weekly Report,Thank you for your feedback on the latest draft. #583,Ham,2022-05-20
<msg584@enron.com>,Invoice Attached,I've attached the invoice for last month. Let me know if you have any questions. #584,Ham,2022-02-20
<msg585@enron.com>,Client Feedback,I've attached the invoice for last month. Let me know if you have any questions. #585,Ham,2022-05-18
<msg586@enron.com>,Client Feedback,The meeting is scheduled for 10 AM tomorrow in the main conference room. #586,Ham,2022-12-18
<msg587@enron.com>,Invoice Attached,I've attached the invoice for last month. Let me know if you have any questions. #587,Ham,2022-07-15
<msg588@enron.com>,Invoice Attached,Thank you for your feedback on the latest draft. #588,Ham,2022-05-02
<msg589@enron.com>,Meeting Reminder,I've attached the invoice for last month. Let me know if you have any questions. #589,Ham,2022-08-19
<msg590@enron.com>,Client Feedback,"Hi John, please find the attached report for this week. #590",Ham,2022-09-15
<msg591@enron.com>,Project Update,"Hi John, please find the attached report for this week. #591",Ham,2022-06-01
<msg592@enron.com>,Weekly Report,Please send the updated design documents by EOD. #592,Ham,2022-12-09
<msg593@enron.com>,Project Update,Thank you for your feedback on the latest draft. #593,Ham,2022-03-14
<msg594@enron.com>,Invoice Attached,Thank you for your feedback on the latest draft. #594,Ham,2022-09-10
<msg595@enron.com>,Meeting Reminder,I've attached the invoice for last month. Let me know if you have any questions. #595,Ham,2022-10-19
<msg596@enron.com>,Project Update,Thank you for your feedback on the latest draft. #596,Ham,2022-07-04
<msg597@enron.com>,Invoice Attached,Please send the updated design documents by EOD. #597,Ham,2022-06-10
<msg598@enron.com>,Client Feedback,Please send the updated design documents by EOD. #598,Ham,2022-08-23
<msg599@enron.com>,Weekly Report,I've attached the invoice for last month. Let me know if you have any questions. #599,Ham,2022-08-27
